FID,Id,SPECIES,DATEPLANT,Latitude,Longitude,Rootspace,nearest_st,tree_heigh,tree_sprea,Diameter_a,condition,tree_def_1,tree_def_2,are_over_h,tree_care_,tree_asset,age_class,collected_,date_of_in,inspected
694,0,GINKGO BILOBA,2021.0,42.69703348,-71.15923759, ,28 Bailey St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
695,0,GINKGO BILOBA,2021.0,42.6968616,-71.15904507, ,28 Bailey St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
696,0,LIRIODENDRON TULIPIFERA,2021.0,42.69697793,-71.15920907, ,28 Bailey St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
697,0,GLEDITSIA TRIACANTHOS v. INERMIS,2021.0,42.71177728,-71.16287837, ,O'Neill Park Rain garden,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
698,0,GLEDITSIA TRIACANTHOS v. INERMIS,2021.0,42.71178601,-71.16282786, ,O'Neill Park Rain garden,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
699,0,GLEDITSIA TRIACANTHOS v. INERMIS,2021.0,42.71200213,-71.16296452, ,O'Neill Park Rain garden,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
700,0,GYMNOCLADUS DIOICUS,2021.0,42.71211346,-71.16299423, ,O'Neill Park Rain garden,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
701,0,BETULA NIGRA,2021.0,42.71368005,-71.17271153, ,Holly Street,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
702,0,BETULA NIGRA (MULTISTEM),2021.0,42.713418,-71.1723336, ,Holly Street,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
703,0,BETULA NIGRA (MULTISTEM),2021.0,42.71343546,-71.1722718, ,Holly Street,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
704,0,BETULA NIGRA (MULTISTEM),2021.0,42.7133918,-71.17237876, ,Holly Street,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
705,0,GLEDITSIA TRIACANTHOS v. INERMIS,2021.0,42.69832304,-71.15387309, ,151 Bailey St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
706,0,GLEDITSIA TRIACANTHOS v. INERMIS,2021.0,42.69832877,-71.15381185, ,151 Bailey St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
707,0,ZELKOVA SERRATA 'MUSASHINO',2021.0,42.69903735,-71.15301044, ,Salem St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
708,0,ZELKOVA SERRATA 'MUSASHINO',2021.0,42.69958635,-71.14759182, ,Salem St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
709,0,AMELANCHIER x GRANDIFLORA,2021.0,42.71162114,-71.16643908, ,White St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
710,0,PLATANUS ACERIFOLIA 'BLOODGOD',2021.0,42.71155128,-71.16607661, ,White St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
711,0,PRUNUS SARGENTII 'FASTIGIATA',2021.0,42.7115098,-71.1662014, ,White St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
712,0,PRUNUS SARGENTII 'FASTIGIATA',2021.0,42.71154037,-71.16615386, ,White St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
713,0,QUERCUS RUBRA,2021.0,42.71169973,-71.16645393, ,White St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
714,0,MAACKIA AMURENSIS,2021.0,42.69834658,-71.15104384, ,Bailey & Phillips st,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
715,0,TILIA AMERICANA 'REDMOND',2021.0,42.71951451,-71.17010191, ,Juniper & Basswood,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
716,0,AMELANCHIER LAEVIS 'CUMULUS',2021.0,42.69870518,-71.14985409, ,224 Bailey St,15 to 20,15 to 20,2.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
717,0,QUERCUS COCCINEA,2022.0,42.71354928,-71.16210395, ,Spicket River Greenway,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
718,0,AMELANCHIER GRANDIFLORA,2022.0,42.71181757,-71.166534, ,Plainsman Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
719,0,AMELANCHIER GRANDIFLORA,2022.0,42.71152277,-71.16649407, ,Plainsman Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
720,0,QUERCUS RUBRA,2022.0,42.71178543,-71.16649597, ,Plainsman Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
721,0,QUERCUS RUBRA,2022.0,42.71164851,-71.16657964, ,Plainsman Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
722,0,QUERCUS RUBRA,2022.0,42.71157726,-71.16648266, ,Plainsman Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
723,0,ULMUS AMERICANA,2022.0,42.71179102,-71.16661196, ,Plainsman Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
724,0,ULMUS AMERICANA,2022.0,42.71172536,-71.166534, ,Plainsman Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
725,0,ULMUS AMERICANA,2022.0,42.71152836,-71.16656062, ,Plainsman Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
726,0,ZELOKOVA SERRATA 'MUSASHINO',2022.0,42.71661926,-71.17469353, ,74-80 Spruce St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
727,0,ZELOKOVA SERRATA 'MUSASHINO',2022.0,42.71663323,-71.17459751, ,74-80 Spruce St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
728,0,ZELOKOVA SERRATA 'MUSASHINO',2022.0,42.7166479,-71.17448627, ,74-80 Spruce St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
729,0,GYMNOCLADUS DIOICUS,2022.0,42.71195571,-71.16288087, ,O'Connell Park Rain Garden,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
730,0,LIQUIDAMBAR STYRACIFLUA,2022.0,42.71367278,-71.17264827, ,Kennedy Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
731,0,MACLURA POMIFERA 'WHITE SHIELD',2022.0,42.71306828,-71.15994703, ,Immigrant Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
732,0,QUERCUS BICOLOR,2022.0,42.71309447,-71.1585566, ,Immigrant Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
733,0,QUERCUS BICOLOR,2022.0,42.71306173,-71.15876457, ,Immigrant Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
734,0,QUERCUS BICOLOR,2022.0,42.71317961,-71.1582803, ,Immigrant Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
735,0,TILIA AMERICANA,2022.0,42.71317524,-71.15850015, ,Immigrant Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
736,0,TILIA AMERICANA,2022.0,42.71319891,-71.15836848, ,Immigrant Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
737,0,TILIA AMERICANA,2022.0,42.71326563,-71.15821292, ,Immigrant Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
738,0,ACER FREEMANII 'ARMSTRONG',2022.0,42.71292856,-71.15936471, ,Immigrant Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
739,0,ACER FREEMANII 'ARMSTRONG',2022.0,42.71830381,-71.16980328, ,Cronin Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
740,0,ACER FREEMANII 'ARMSTRONG',2022.0,42.71829857,-71.16987696, ,Cronin Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
741,0,ACER FREEMANII 'ARMSTRONG',2022.0,42.71829333,-71.16994588, ,Cronin Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
742,0,ACER RUBRUM 'OCTOBER GLORY',2022.0,42.71770311,-71.16956322, ,Cronin Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
743,0,QUERCUS PALUSTRIS 'REGAL PRINCE',2022.0,42.71794933,-71.16948241, ,Cronin Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
744,0,ACER RUBRUM 'OCTOBER GLORY',2022.0,42.7182392,-71.16993875, ,Cronin Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
745,0,MACLURA POMIFERA 'WHITE SHIELD',2022.0,42.71788646,-71.16991261, ,Cronin Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
746,0,MACLURA POMIFERA 'WHITE SHIELD',2022.0,42.71782185,-71.16990072, ,Cronin Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
747,0,MACLURA POMIFERA 'WHITE SHIELD',2022.0,42.71775724,-71.16989597, ,Cronin Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
748,0,PRUNUS SARGENTII,2022.0,42.71772406,-71.16980803, ,Cronin Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
749,0,QUERCUS RUBRA,2022.0,42.717869,-71.16981278, ,Cronin Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
750,0,QUERCUS RUBRA,2022.0,42.71788995,-71.16947765, ,Cronin Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
751,0,PRUNUS YEDOENSIS,2022.0,42.71776946,-71.16946102, ,Cronin Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
752,0,ULMUS AMERICANA 'PATRIOT',2022.0,42.71785503,-71.16939684, ,Cronin Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
753,0,ULMUS AMERICANA 'PATRIOT',2022.0,42.71794933,-71.16940635, ,Cronin Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
754,0,ULMUS AMERICANA 'PATRIOT',2022.0,42.71801394,-71.16941586, ,Cronin Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
755,0,ACER TARTARICUM,2022.0,42.7127969,-71.16040716, ,Immigrant Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
756,0,ACER TARTARICUM,2022.0,42.71268652,-71.16119911, ,Immigrant Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
757,0,GLEDITSIA TRIACANTHOS 'STREETKEEPER',2022.0,42.69492152,-71.15280316, ,101 Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
758,0,GLEDITSIA TRIACANTHOS 'STREETKEEPER',2022.0,42.69524847,-71.14925667, ,11-13 Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
759,0,GLEDITSIA TRIACANTHOS 'STREETKEEPER',2022.0,42.69523213,-71.14943143, ,15-17 Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
760,0,GLEDITSIA TRIACANTHOS 'STREETKEEPER',2022.0,42.69521572,-71.1496081, ,21-19 Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
761,0,GLEDITSIA TRIACANTHOS 'STREETKEEPER',2022.0,42.69519899,-71.14978457, ,23-25 Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
762,0,GLEDITSIA TRIACANTHOS 'STREETKEEPER',2022.0,42.69518155,-71.14997387, ,27-29 Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
763,0,PRUNUS CERASIFERA,2022.0,42.69508798,-71.14946631, ,14-16 Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
764,0,SYRINGA RETICULATA,2022.0,42.69507556,-71.14961463, ,18-20 Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
765,0,SYRINGA RETICULATA,2022.0,42.69505998,-71.14979509, ,24-26 Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
766,0,MAACKIA AMURENSIS,2022.0,42.69510453,-71.14927826, ,10-12 Boxford St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
767,0,SYRINGA RETICULATA,2022.0,42.69505007,-71.1499054, ,24-26 Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
768,0,SYRINGA RETICULATA,2022.0,42.69485715,-71.15197798, ,74 Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
769,0,GLEDITSIA TRIACANTHOS 'STREETKEEPER',2022.0,42.69509382,-71.1508946, ,39 Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
770,0,GLEDITSIA TRIACANTHOS 'STREETKEEPER',2022.0,42.69507556,-71.15108521, ,47 Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
771,0,GLEDITSIA TRIACANTHOS 'STREETKEEPER',2022.0,42.69505896,-71.15126848, ,51 Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
772,0,GLEDITSIA TRIACANTHOS 'STREETKEEPER',2022.0,42.69504063,-71.1514955, ,61 Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
773,0,GLEDITSIA TRIACANTHOS 'STREETKEEPER',2022.0,42.69502248,-71.15169743, ,65-67 Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
774,0,GLEDITSIA TRIACANTHOS 'STREETKEEPER',2022.0,42.69500596,-71.15188088, ,71 Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
775,0,GLEDITSIA TRIACANTHOS 'STREETKEEPER',2022.0,42.69497082,-71.15226908, ,83-85 Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
776,0,GLEDITSIA TRIACANTHOS 'STREETKEEPER',2022.0,42.69495695,-71.15242782, ,89-91 Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
777,0,GLEDITSIA TRIACANTHOS 'STREETKEEPER',2022.0,42.69493971,-71.1526143, ,93-95 Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
778,0,GLEDITSIA TRIACANTHOS 'STREETKEEPER',2022.0,42.69526414,-71.14908916, ,9-7 Boxford St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
779,0,GLEDITSIA TRIACANTHOS 'STREETKEEPER',2022.0,42.69514013,-71.15040918, ,Odd corner of Boxford & Phillips,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
780,0,MAACKIA AMURENSIS,2022.0,42.69498826,-71.15207135, ,77-79 Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
781,0,MALUS SYLVESTRIS 'ADIRONDACK',2022.0,42.69504188,-71.14999217, ,32-34 Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
782,0,MALUS SYLVESTRIS 'ADIRONDACK',2022.0,42.69487872,-71.15173889, ,68 Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
783,0,MALUS SYLVESTRIS 'ADIRONDACK',2022.0,42.69500456,-71.15039482, ,76 Phillips,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
784,0,MALUS SYLVESTRIS 'ADIRONDACK',2022.0,42.69501668,-71.15026259, ,76 Phillips,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
785,0,MALUS SYLVESTRIS 'ADIRONDACK',2022.0,42.69482797,-71.1523065, ,82 Noxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
786,0,MALUS SYLVESTRIS 'ADIRONDACK',2022.0,42.69484125,-71.15215062, ,Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
787,0,SYRINGA RETICULATA,2022.0,42.69502959,-71.15012326, ,28-30 Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
788,0,SYRINGA RETICULATA,2022.0,42.69481575,-71.15244226, ,86 Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
789,0,SYRINGA RETICULATA,2022.0,42.69479592,-71.15265224, ,88 Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
790,0,SYRINGA RETICULATA,2022.0,42.69477595,-71.15286808, ,94-96 Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
791,0,SYRINGA RETICULATA,2022.0,42.69490232,-71.15300725, ,Corner of Box & S Union,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
792,0,MALUS SYLVESTRIS 'ADIRONDACK',2022.0,42.69489557,-71.15157143, , Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
793,0,MALUS SYLVESTRIS 'ADIRONDACK',2022.0,42.69491098,-71.15141508, , Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
794,0,MALUS SYLVESTRIS 'ADIRONDACK',2022.0,42.69492585,-71.15125277, , Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
795,0,MALUS SYLVESTRIS 'ADIRONDACK',2022.0,42.69494097,-71.15108317, , Boxford,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
796,0,TILIA AMERICANA,2022.0,42.71464429,-71.16425147, ,178 Lawrence St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
797,0,TILIA AMERICANA,2022.0,42.71458317,-71.16423008, ,178 Lawrence St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
798,0,MAACKIA AMURENSIS,2022.0,42.70116185,-71.14655565, ,72 Market St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
799,0,MAACKIA AMURENSIS,2022.0,42.70113517,-71.14682787, ,80 Market ST,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
800,0,SYRINGA RETICULATA,2022.0,42.7011212,-71.14697523, ,80 Market St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
801,0,SYRINGA RETICULATA,2022.0,42.70109884,-71.14722907, ,84 Market St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
802,0,SYRINGA RETICULATA,2022.0,42.70106076,-71.14763439, ,92 Market St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
803,0,MALUS SYLVESTRIS 'ADIRONDACK',2022.0,42.70120329,-71.14610944, ,64 Market St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
804,0,MALUS SYLVESTRIS 'ADIRONDACK',2022.0,42.70119491,-71.14620642, ,64 Market St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
805,0,MALUS SYLVESTRIS 'ADIRONDACK',2022.0,42.70118513,-71.14633381, ,68 Market St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
806,0,MALUS SYLVESTRIS 'ADIRONDACK',2022.0,42.70117336,-71.14643112, ,68 Market St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
807,0,ACER RUBRUM,2022.0,42.71183167,-71.16159337, ,65 Lawrence St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
808,0,ACER RUBRUM,2022.0,42.71192336,-71.16127547, ,65 Lawrence St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
809,0,ACER RUBRUM,2022.0,42.71198885,-71.16096649, ,65 Lawrence St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
810,0,LIQUIDAMBAR STYRACIFLUA,2022.0,42.71196047,-71.16110909, ,65 Lawrence St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
811,0,LIQUIDAMBAR STYRACIFLUA,2022.0,42.7118797,-71.16143887, ,65 Lawrence St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
812,0,LIQUIDAMBAR STYRACIFLUA,2022.0,42.71180984,-71.1617746, ,65 Lawrence St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
813,0,TAXODIUM DISTICHUM,2022.0,42.71222243,-71.16304321, ,65 Lawrence St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
814,0,TAXODIUM DISTICHUM,2022.0,42.71218095,-71.16300459, ,65 Lawrence St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
815,0,TILIA AMERICANA,2022.0,42.71235341,-71.16254408, ,65 Lawrence St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
816,0,TILIA AMERICANA,2022.0,42.71233376,-71.16268372, ,65 Lawrence St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
817,0,TILIA AMERICANA,2022.0,42.71231411,-71.16284416, ,65 Lawrence St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
818,0,TILIA AMERICANA,2022.0,42.71229665,-71.16297191, ,65 Lawrence St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
819,0,TILIA CORDATA,2022.0,42.69675075,-71.15783512, ,66 Lawrence St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
820,0,ACER RUBRUM,2022.0,42.71367812,-71.16196732, ,Maple Street,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
821,0,TAXODIUM DISTICHUM,2022.0,42.71001424,-71.14796256, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
822,0,TAXODIUM DISTICHUM,2022.0,42.70994351,-71.14789482, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
823,0,AMELANCHIER,2022.0,42.70988588,-71.14883247, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
824,0,AMELANCHIER,2022.0,42.70987016,-71.14878255, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
825,0,AMELANCHIER,2022.0,42.70983872,-71.14873026, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
826,0,AMELANCHIER,2022.0,42.70981776,-71.14867797, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
827,0,AMELANCHIER,2022.0,42.70978982,-71.14863044, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
828,0,AMELANCHIER,2022.0,42.70976537,-71.14859003, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
829,0,AMELANCHIER,2022.0,42.70973568,-71.14853774, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
830,0,AMELANCHIER,2022.0,42.70971472,-71.14850684, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
831,0,AMELANCHIER,2022.0,42.70968678,-71.14845931, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
832,0,AMELANCHIER,2022.0,42.70965709,-71.14841177, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
833,0,MALUS 'PRAIRIE FIRE',2022.0,42.70990509,-71.14887525, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
834,0,MALUS 'PRAIRIE FIRE',2022.0,42.70994875,-71.14888476, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
835,0,MALUS 'PRAIRIE FIRE',2022.0,42.7099486,-71.14896836, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
836,0,MALUS 'PRAIRIE FIRE',2022.0,42.70962391,-71.14836661, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
837,0,MALUS 'PRAIRIE FIRE',2022.0,42.70962216,-71.14830244, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
838,0,MALUS 'PRAIRIE FIRE',2022.0,42.70958024,-71.14830006, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
839,0,ACER RUBRUM,2022.0,42.70982125,-71.14882522, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
840,0,ACER RUBRUM,2022.0,42.70978778,-71.14878835, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
841,0,ACER RUBRUM,2022.0,42.7097507,-71.14874751, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
