FID,Id,SPECIES,DATEPLANT,Latitude,Longitude,Rootspace,nearest_st,tree_heigh,tree_sprea,Diameter_a,condition,tree_def_1,tree_def_2,are_over_h,tree_care_,tree_asset,age_class,collected_,date_of_in,inspected
0,0,MALUS 'REDBUD',2016.0,42.6933239,-71.14921983, ,,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
1,0,MALUS 'REDBUD',2016.0,42.69329308,-71.14916501, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
2,0,MALUS 'REDBUD',2016.0,42.69329867,-71.14944508, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
3,0,MALUS 'REDBUD',2016.0,42.6932696,-71.14948288, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
4,0,MALUS 'REDBUD',2016.0,42.69326766,-71.14954238, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
5,0,ACER RUBRUM ARMSTRONG,2016.0,42.69348549,-71.14837597, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
6,0,ACER RUBRUM ARMSTRONG,2016.0,42.69354538,-71.14840014, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
7,0,ACER RUBRUM ARMSTRONG,2016.0,42.69360522,-71.14841043, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
8,0,ACER RUBRUM ARMSTRONG,2016.0,42.69367433,-71.14841905, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
9,0,ACER RUBRUM ARMSTRONG,2016.0,42.69373393,-71.14842868, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
10,0,ACER RUBRUM ARMSTRONG,2016.0,42.69379586,-71.14843734, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
11,0,ACER RUBRUM ARMSTRONG,2016.0,42.69392407,-71.14845205, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
12,0,ACER RUBRUM ARMSTRONG,2016.0,42.69385946,-71.14843824, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
13,0,LIRIODENDRON TULIPIFERA,2016.0,42.69432261,-71.14871069, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
14,0,LIRIODENDRON TULIPIFERA,2016.0,42.69427243,-71.1487753, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
15,0,LIRIODENDRON TULIPIFERA,2016.0,42.69420695,-71.14882066, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
16,0,LIRIODENDRON TULIPIFERA,2016.0,42.69411508,-71.14893918, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
17,0,LIRIODENDRON TULIPIFERA,2016.0,42.69408528,-71.14884859, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
18,0,LIQUIDAMBAR STYRACIFULA 'HAPPIDAZE',2016.0,42.69401075,-71.14876817, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
19,0,LIQUIDAMBAR STYRACIFULA 'HAPPIDAZE',2016.0,42.69401339,-71.14871, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
20,0,LIQUIDAMBAR STYRACIFULA 'HAPPIDAZE',2016.0,42.69401935,-71.14863762, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
21,0,LIQUIDAMBAR STYRACIFULA 'HAPPIDAZE',2016.0,42.69402381,-71.14855067, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
22,0,LIRIODENDRON TULIPIFERA,2016.0,42.69414669,-71.14936596, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
23,0,LIRIODENDRON TULIPIFERA,2016.0,42.69408685,-71.14936245, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
24,0,METASEQUOIA GLYPTOSTROBOIDES,2016.0,42.69403581,-71.14935373, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
25,0,METASEQUOIA GLYPTOSTROBOIDES,2016.0,42.69401758,-71.14928507, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
26,0,METASEQUOIA GLYPTOSTROBOIDES,2016.0,42.69405961,-71.14923441, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
27,0,CLADASTRIS KENTUCKEA,2016.0,42.69416221,-71.14885064, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
28,0,CLADASTRIS KENTUCKEA,2016.0,42.69410079,-71.14900634, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
29,0,CLADASTRIS KENTUCKEA,2016.0,42.6940715,-71.14905958, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
30,0,CLADASTRIS KENTUCKEA,2016.0,42.69402288,-71.14908075, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
31,0,LIQUIDAMBAR STYRACIFULA 'HAPPIDAZE',2016.0,42.69392626,-71.14952503, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
32,0,LIQUIDAMBAR STYRACIFULA 'HAPPIDAZE',2016.0,42.69393315,-71.14945684, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
33,0,LIQUIDAMBAR STYRACIFULA 'HAPPIDAZE',2016.0,42.6939415,-71.14939416, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
34,0,LIQUIDAMBAR STYRACIFULA 'HAPPIDAZE',2016.0,42.69395028,-71.14931917, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
35,0,LIQUIDAMBAR STYRACIFULA 'HAPPIDAZE',2016.0,42.69396031,-71.14922321, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
36,0,LIQUIDAMBAR STYRACIFULA 'HAPPIDAZE',2016.0,42.69397007,-71.14914571, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
37,0,LIQUIDAMBAR STYRACIFULA 'HAPPIDAZE',2016.0,42.69397349,-71.14907086, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
38,0,ACER RUBRUM 'RED SUNSET',2016.0,42.69402267,-71.1484698, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
39,0,ACER RUBRUM 'RED SUNSET',2016.0,42.6940773,-71.14847271, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
40,0,ACER RUBRUM 'RED SUNSET',2016.0,42.69412862,-71.14848013, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
41,0,ACER RUBRUM 'RED SUNSET',2016.0,42.69417301,-71.14848694, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
42,0,PLATANUS ACERIFOLIA,2016.0,42.71420333,-71.15630974, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
43,0,PLATANUS ACERIFOLIA,2016.0,42.71421813,-71.15624151, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
44,0,PLATANUS ACERIFOLIA,2016.0,42.71423169,-71.15615455, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
45,0,GLEDITSIA TRIACANTHOS,2016.0,42.71401384,-71.1561018, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
46,0,GLEDITSIA TRIACANTHOS,2016.0,42.71395599,-71.15611278, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
47,0,GLEDITSIA TRIACANTHOS,2016.0,42.71389039,-71.15607922, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
48,0,METASEQUOIA GLYPTOSTROBOIDES,2016.0,42.7137039,-71.1559995, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
49,0,METASEQUOIA GLYPTOSTROBOIDES,2016.0,42.71365494,-71.15603529, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
50,0,METASEQUOIA GLYPTOSTROBOIDES,2016.0,42.71365135,-71.15594972, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
51,0,GLEDITSIA TRIACANTHOS,2016.0,42.71400823,-71.15629886, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
52,0,GLEDITSIA TRIACANTHOS,2016.0,42.71394635,-71.1563147, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
53,0,GLEDITSIA TRIACANTHOS,2016.0,42.71388615,-71.15633538, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
54,0,GLEDITSIA TRIACANTHOS,2016.0,42.7138309,-71.15633665, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
55,0,GLEDITSIA TRIACANTHOS,2016.0,42.71376661,-71.15634249, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
56,0,GLEDITSIA TRIACANTHOS,2016.0,42.71369258,-71.15635614, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
57,0,GLEDITSIA TRIACANTHOS,2016.0,42.71360687,-71.15636952, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
58,0,PRYUS CHANTICLEAR,2016.0,42.71437925,-71.15627907, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
59,0,PLATANUS ACERIFOLIA,2016.0,42.71446506,-71.1558206, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
60,0,LIRIODENDRON TULIPIFERA,2016.0,42.69403406,-71.14885112, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
61,0,LIRIODENDRON TULIPIFERA,2016.0,42.69437254,-71.14854604, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
62,0,LIRIODENDRON TULIPIFERA,2016.0,42.69434592,-71.14864176, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
63,0,ULMUS AMERICANA,2016.0,42.69523302,-71.14834996, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
64,0,ULMUS AMERICANA,2016.0,42.69546532,-71.14837288, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
65,0,PLATANUS ACERIFOLIA,2016.0,42.71422987,-71.15617018, , ,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
66,0,ULMUS AMERICANA,2017.0,42.71490979,-71.1662484, ,,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
67,0,ULMUS AMERICANA,2017.0,42.71491607,-71.16613859, ,,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
68,0,PLATANUS OCCIDENTALIS,2017.0,42.71492445,-71.16600098, ,,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
69,0,PLATANUS OCCIDENTALIS,2017.0,42.71493336,-71.16586978, ,,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
70,0,PLATANUS OCCIDENTALIS,2017.0,42.71495275,-71.16555604, ,,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
71,0,PLATANUS OCCIDENTALIS,2017.0,42.71495903,-71.16543197, ,,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
72,0,PLATANUS OCCIDENTALIS,2017.0,42.71497684,-71.16510255, ,,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
73,0,ULMUS AMERICANA,2017.0,42.71769454,-71.16974767, ,,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
74,0,ULMUS AMERICANA,2017.0,42.71769978,-71.16963929, ,,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
75,0,ULMUS AMERICANA,2017.0,42.71771026,-71.16949811, ,,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
76,0,CELIS OCCIDENTALIS,2017.0,42.71787371,-71.16969348, ,,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
77,0,CELIS OCCIDENTALIS,2017.0,42.71787999,-71.16960078, ,,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
78,0,GYMNOCLADUS DIOICUS,2017.0,42.71796486,-71.16993591, ,,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
79,0,GYMNOCLADUS DIOICUS,2017.0,42.71791562,-71.16992878, ,,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
80,0,GYMNOCLADUS DIOICUS,2017.0,42.71785485,-71.16992308, ,,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
81,0,GYMNOCLADUS DIOICUS,2017.0,42.71778989,-71.16991452, ,,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
82,0,ACER RUBRUM,2017.0,42.71383592,-71.16248687, ,,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
83,0,ACER RUBRUM,2017.0,42.71378842,-71.16232715, ,,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
84,0,ACER RUBRUM,2017.0,42.71374511,-71.16218264, ,,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
85,0,QUERCUS RUBRA,2017.0,42.71381793,-71.16214675, ,,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
86,0,QUERCUS RUBRA,2017.0,42.7137245,-71.16183658, ,,15 to 20,15 to 20,4.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
87,0,QUERCUS RUBRA,2017.0,42.71364591,-71.16187223, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
88,0,QUERCUS RUBRA,2017.0,42.7136529,-71.16159177, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
89,0,QUERCUS RUBRA,2017.0,42.7135586,-71.16162029, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
90,0,QUERCUS RUBRA,2017.0,42.71352891,-71.16145154, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
91,0,ACER RUBRUM,2017.0,42.71347128,-71.16121386, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
92,0,ACER RUBRUM,2017.0,42.71349189,-71.16104463, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
93,0,TILIA TOMENTOSA,2017.0,42.7132266,-71.16046648, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
94,0,TILIA TOMENTOSA,2017.0,42.71328598,-71.16049786, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
95,0,QUERCUS BICOLOR,2017.0,42.71311833,-71.16036666, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
96,0,QUERCUS BICOLOR,2017.0,42.71301354,-71.16034194, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
97,0,QUERCUS BICOLOR,2017.0,42.7128913,-71.16031722, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
98,0,CLADASTRIS KENTUCKEA,2017.0,42.71295863,-71.15998923, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
99,0,CLADASTRIS KENTUCKEA,2017.0,42.71291148,-71.1597468, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
100,0,CLADASTRIS KENTUCKEA,2017.0,42.7129141,-71.15948654, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
101,0,STYPHNOLOBIUM JAPONICUM,2017.0,42.71304246,-71.1588555, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
102,0,STYPHNOLOBIUM JAPONICUM,2017.0,42.71300055,-71.15871645, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
103,0,STYPHNOLOBIUM JAPONICUM,2017.0,42.71300055,-71.15860593, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
104,0,BETULA NIGRA,2017.0,42.712901,-71.16023166, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
105,0,PLATANUS ACERIFOLIA,2017.0,42.71303984,-71.15988227, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
106,0,TILIA TOMENTOSA,2017.0,42.71319439,-71.16016392, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
107,0,TILIA TOMENTOSA,2017.0,42.71311843,-71.16015323, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
108,0,TILIA TOMENTOSA,2017.0,42.71307127,-71.16011758, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
109,0,TILIA TOMENTOSA,2017.0,42.71308961,-71.16000706, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
110,0,BETULA NIGRA,2017.0,42.71309747,-71.16026375, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
111,0,PLATANUS ACERIFOLIA,2017.0,42.71302063,-71.15979909, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
112,0,PLATANUS ACERIFOLIA,2017.0,42.71299951,-71.15963664, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
113,0,PLATANUS ACERIFOLIA,2017.0,42.71301291,-71.1594265, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
114,0,QUERCUS BICOLOR,2017.0,42.71309949,-71.15872012, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
115,0,QUERCUS BICOLOR,2017.0,42.71313589,-71.15864396, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
116,0,QUERCUS BICOLOR,2017.0,42.71310096,-71.15861306, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
117,0,CLADASTRIS KENTUCKEA,2017.0,42.71339605,-71.16978184, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
118,0,CLADASTRIS KENTUCKEA,2017.0,42.71344408,-71.16967192, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
119,0,CLADASTRIS KENTUCKEA,2017.0,42.7134288,-71.16947583, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
120,0,GLEDITSIA INERMIS,2017.0,42.71349429,-71.16894699, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
121,0,GLEDITSIA INERMIS,2017.0,42.71348337,-71.16902424, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
122,0,PLATANUS OCCIDENTALIS,2017.0,42.71362308,-71.16862612, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
123,0,PLATANUS OCCIDENTALIS,2017.0,42.71360562,-71.16853997, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
124,0,GYMNOCLADUS DIOICUS,2017.0,42.71364491,-71.16835576, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
125,0,GYMNOCLADUS DIOICUS,2017.0,42.71364055,-71.16828149, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
126,0,GYMNOCLADUS DIOICUS,2017.0,42.71363618,-71.16819236, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
127,0,PLATANUS OCCIDENTALIS,2017.0,42.71362308,-71.16847757, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
128,0,CLADASTRIS KENTUCKEA,2017.0,42.71356851,-71.16828446, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
129,0,CLADASTRIS KENTUCKEA,2017.0,42.71355978,-71.16836765, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
130,0,GYMNOCLADUS DIOICUS,2017.0,42.71358161,-71.168127, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
131,0,BETULA NIGRA,2017.0,42.71367547,-71.16777642, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
132,0,BETULA NIGRA,2017.0,42.7136973,-71.16761896, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
133,0,BETULA NIGRA,2017.0,42.71370385,-71.16748823, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
134,0,GYMNOCLADUS DIOICUS,2017.0,42.7136078,-71.16786258, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
135,0,GYMNOCLADUS DIOICUS,2017.0,42.71363618,-71.16760113, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
136,0,PRUNUS SARGENTII,2017.0,42.71355978,-71.16723273, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
137,0,PRUNUS SARGENTII,2017.0,42.71370822,-71.16732483, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
138,0,PRUNUS SARGENTII,2017.0,42.71343317,-71.16864692, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
139,0,PRUNUS SARGENTII,2017.0,42.71351175,-71.16866178, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
140,0,CLADASTRIS KENTUCKEA,2017.0,42.69962231,-71.14942184, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
141,0,CLADASTRIS KENTUCKEA,2017.0,42.69967995,-71.14943135, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
142,0,CLADASTRIS KENTUCKEA,2017.0,42.69958038,-71.149467, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
143,0,CLADASTRIS KENTUCKEA,2017.0,42.69957514,-71.1495383, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
144,0,GYMNOCLADUS DIOICUS,2017.0,42.69947731,-71.15006091, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
145,0,GYMNOCLADUS DIOICUS,2017.0,42.6994664,-71.15017083, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
146,0,ACER FREEMANII 'ARMSTRONG',2017.0,42.69954544,-71.14987314, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
147,0,ACER FREEMANII 'ARMSTRONG',2017.0,42.69955242,-71.14974479, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
148,0,ACER FREEMANII 'ARMSTRONG',2017.0,42.6995629,-71.14964021, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
149,0,ACER FREEMANII 'ARMSTRONG',2017.0,42.70045025,-71.14957842, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
150,0,ACER FREEMANII 'ARMSTRONG',2017.0,42.70038387,-71.14955465, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
151,0,ACER FREEMANII 'ARMSTRONG',2017.0,42.70032099,-71.14953088, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
152,0,ACER FREEMANII 'ARMSTRONG',2017.0,42.7002616,-71.14952137, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
153,0,ACER FREEMANII 'ARMSTRONG',2017.0,42.70020221,-71.14950236, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
154,0,ACER FREEMANII 'ARMSTRONG',2017.0,42.70014981,-71.14950236, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
155,0,ACER FREEMANII 'ARMSTRONG',2017.0,42.7001009,-71.14950236, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
156,0,ACER FREEMANII 'ARMSTRONG',2017.0,42.70004151,-71.14949285, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
157,0,ULMUS AMERICANA,2017.0,42.69951399,-71.14967349, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
158,0,ULMUS AMERICANA,2017.0,42.69951749,-71.14957366, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
159,0,PLATANUS ACERIFOLIA,2017.0,42.69934281,-71.15235927, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
160,0,PLATANUS ACERIFOLIA,2017.0,42.69945111,-71.15216912, ,,15 to 20,15 to 20,3.5, <needs proofing>, , , <needs proofing>, , , ,EL, , 
